species,authors,dates,pages,dois,access dates,status,order,family,common_name
Actenoides hombroni,BirdLife International,2024,e.T22683542A241691549,10.2305/IUCN.UK.2024-2.RLTS.T22683542A241691549.en,7 February 2025,LC,Coraciiformes,Alcedinidae,Blue-capped Kingfisher
Actenoides lindsayi,BirdLife International,2024,e.T22683535A264110453,10.2305/IUCN.UK.2024-2.RLTS.T22683535A264110453.en,7 February 2025,LC,Coraciiformes,Alcedinidae,Spotted Kingfisher
Actenoides monachus,BirdLife International,2024,e.T22726844A255515459,10.2305/IUCN.UK.2024-2.RLTS.T22726844A255515459.en,7 February 2025,NT,Coraciiformes,Alcedinidae,Blue-headed Kingfisher
Actenoides princeps,BirdLife International,2023,e.T22683556A235352192,10.2305/IUCN.UK.2023-1.RLTS.T22683556A235352192.en,7 February 2025,LC,Coraciiformes,Alcedinidae,Scaly-breasted Kingfisher
Actinodura egertoni,BirdLife International,2018,e.T22716557A131974607,10.2305/IUCN.UK.2018-2.RLTS.T22716557A131974607.en,7 February 2025,LC,Passeriformes,Leiotrichidae,Rusty-fronted Barwing
Actinodura radcliffei,BirdLife International,2024,e.T103879283A264180623,10.2305/IUCN.UK.2024-2.RLTS.T103879283A264180623.en,7 February 2025,LC,Passeriformes,Leiotrichidae,Eastern Spectacled Barwing
Actinodura ramsayi,BirdLife International,2024,e.T103879269A264182890,10.2305/IUCN.UK.2024-2.RLTS.T103879269A264182890.en,7 February 2025,LC,Passeriformes,Leiotrichidae,Western Spectacled Barwing
Actinodura sodangorum,BirdLife International,2020,e.T22716552A177885722,10.2305/IUCN.UK.2020-3.RLTS.T22716552A177885722.en,7 February 2025,NT,Passeriformes,Leiotrichidae,Black-crowned Barwing
Actitis hypoleucos,BirdLife International,2016,e.T22693264A86678952,10.2305/IUCN.UK.2016-3.RLTS.T22693264A86678952.en,7 February 2025,LC,Charadriiformes,Scolopacidae,Common Sandpiper
Actitis macularius,BirdLife International,2024,e.T22693277A262691229,10.2305/IUCN.UK.2024-2.RLTS.T22693277A262691229.en,7 February 2025,LC,Charadriiformes,Scolopacidae,Spotted Sandpiper
Actophilornis africanus,BirdLife International,2024,e.T22693528A265020215,10.2305/IUCN.UK.2024-2.RLTS.T22693528A265020215.en,7 February 2025,LC,Charadriiformes,Jacanidae,African Jacana
Actophilornis albinucha,BirdLife International,2020,e.T22693532A173128661,10.2305/IUCN.UK.2020-3.RLTS.T22693532A173128661.en,7 February 2025,EN,Charadriiformes,Jacanidae,Madagascar Jacana
Adelomyia melanogenys,BirdLife International,2024,e.T22687696A264098432,10.2305/IUCN.UK.2024-2.RLTS.T22687696A264098432.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Speckled Hummingbird
Aechmophorus clarkii,BirdLife International,2016,e.T22696634A93575258,10.2305/IUCN.UK.2016-3.RLTS.T22696634A93575258.en,7 February 2025,LC,Podicipediformes,Podicipedidae,Clark's Grebe
Aechmophorus occidentalis,BirdLife International,2019,e.T22696631A139355294,10.2305/IUCN.UK.2019-3.RLTS.T22696631A139355294.en,7 February 2025,LC,Podicipediformes,Podicipedidae,Western Grebe
Aegithalos annamensis,BirdLife International,2024,e.T103870959A263245127,10.2305/IUCN.UK.2024-2.RLTS.T103870959A263245127.en,7 February 2025,LC,Passeriformes,Aegithalidae,Grey-crowned Tit
Aegithalos bonvaloti,BirdLife International,2024,e.T22736055A264196896,10.2305/IUCN.UK.2024-2.RLTS.T22736055A264196896.en,7 February 2025,LC,Passeriformes,Aegithalidae,Black-browed Tit
Aegithalos caudatus,BirdLife International,2024,e.T103871923A264587236,10.2305/IUCN.UK.2024-2.RLTS.T103871923A264587236.en,7 February 2025,LC,Passeriformes,Aegithalidae,Long-tailed Tit
Aegithalos concinnus,BirdLife International,2024,e.T103870880A264235231,10.2305/IUCN.UK.2024-2.RLTS.T103870880A264235231.en,7 February 2025,LC,Passeriformes,Aegithalidae,Black-throated Tit
Aegithalos fuliginosus,BirdLife International,2017,e.T22712024A111066721,10.2305/IUCN.UK.2017-1.RLTS.T22712024A111066721.en,7 February 2025,LC,Passeriformes,Aegithalidae,Sooty Tit
Aegithalos glaucogularis,BirdLife International,2024,e.T103871974A263773300,10.2305/IUCN.UK.2024-2.RLTS.T103871974A263773300.en,7 February 2025,LC,Passeriformes,Aegithalidae,Silver-throated Tit
Aegithalos iouschistos,BirdLife International,2018,e.T103871775A132045916,10.2305/IUCN.UK.2018-2.RLTS.T103871775A132045916.en,7 February 2025,LC,Passeriformes,Aegithalidae,Rufous-fronted Tit
Aegithalos iredalei,BirdLife International,2018,e.T103871108A132045682,10.2305/IUCN.UK.2018-2.RLTS.T103871108A132045682.en,7 February 2025,LC,Passeriformes,Aegithalidae,Red-headed Tit
Aegithalos leucogenys,BirdLife International,2016,e.T22712008A94314932,10.2305/IUCN.UK.2016-3.RLTS.T22712008A94314932.en,7 February 2025,LC,Passeriformes,Aegithalidae,White-cheeked Tit
Aegithalos niveogularis,BirdLife International,2024,e.T22712016A264239872,10.2305/IUCN.UK.2024-2.RLTS.T22712016A264239872.en,7 February 2025,LC,Passeriformes,Aegithalidae,White-throated Tit
Aegithina lafresnayei,BirdLife International,2016,e.T22707443A94124419,10.2305/IUCN.UK.2016-3.RLTS.T22707443A94124419.en,7 February 2025,LC,Passeriformes,Aegithinidae,Great Iora
Aegithina nigrolutea,BirdLife International,2016,e.T22707436A94123937,10.2305/IUCN.UK.2016-3.RLTS.T22707436A94123937.en,7 February 2025,LC,Passeriformes,Aegithinidae,Marshall's Iora
Aegithina tiphia,BirdLife International,2024,e.T22707433A263708517,10.2305/IUCN.UK.2024-2.RLTS.T22707433A263708517.en,7 February 2025,LC,Passeriformes,Aegithinidae,Common Iora
Aegithina viridissima,BirdLife International,2024,e.T22707440A261491303,10.2305/IUCN.UK.2024-2.RLTS.T22707440A261491303.en,7 February 2025,NT,Passeriformes,Aegithinidae,Green Iora
Aegolius acadicus,BirdLife International,2024,e.T22689366A264595999,10.2305/IUCN.UK.2024-2.RLTS.T22689366A264595999.en,7 February 2025,LC,Strigiformes,Strigidae,Northern Saw-whet Owl
Aegolius funereus,BirdLife International,2021,e.T22689362A201898946,10.2305/IUCN.UK.2021-3.RLTS.T22689362A201898946.en,7 February 2025,LC,Strigiformes,Strigidae,Boreal Owl
Aegolius gradyi,BirdLife International,2022,e.T62184893A208118758,10.2305/IUCN.UK.2022-1.RLTS.T62184893A208118758.en,7 February 2025,EX,Strigiformes,Strigidae,Bermuda Saw-whet Owl
Aegolius harrisii,BirdLife International,2024,e.T22689378A264158755,10.2305/IUCN.UK.2024-2.RLTS.T22689378A264158755.en,7 February 2025,LC,Strigiformes,Strigidae,Buff-fronted Owl
Aegolius ridgwayi,BirdLife International,2016,e.T22689371A93228935,10.2305/IUCN.UK.2016-3.RLTS.T22689371A93228935.en,7 February 2025,LC,Strigiformes,Strigidae,Unspotted Saw-whet Owl
Aegotheles affinis,BirdLife International,2023,e.T230050796A231645908,10.2305/IUCN.UK.2023-1.RLTS.T230050796A231645908.en,7 February 2025,NT,Caprimulgiformes,Aegothelidae,Vogelkop Owlet-nightjar
Aegotheles albertisi,BirdLife International,2024,e.T22689576A264072510,10.2305/IUCN.UK.2024-2.RLTS.T22689576A264072510.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Mountain Owlet-nightjar
Aegotheles archboldi,BirdLife International,2024,e.T22689572A264072161,10.2305/IUCN.UK.2024-2.RLTS.T22689572A264072161.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Archbold's Owlet-nightjar
Aegotheles bennettii,BirdLife International,2023,e.T230054372A231689005,10.2305/IUCN.UK.2023-1.RLTS.T230054372A231689005.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Barred Owlet-nightjar
Aegotheles crinifrons,BirdLife International,2018,e.T22689546A130166032,10.2305/IUCN.UK.2018-2.RLTS.T22689546A130166032.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Moluccan Owlet-nightjar
Aegotheles cristatus,BirdLife International,2024,e.T22689555A263683298,10.2305/IUCN.UK.2024-2.RLTS.T22689555A263683298.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Australian Owlet-nightjar
Aegotheles insignis,BirdLife International,2024,e.T22689550A264088302,10.2305/IUCN.UK.2024-2.RLTS.T22689550A264088302.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Feline Owlet-nightjar
Aegotheles savesi,BirdLife International,2018,e.T22689559A129328996,10.2305/IUCN.UK.2016-3.RLTS.T22689559A129328996.en,7 February 2025,CR,Caprimulgiformes,Aegothelidae,New Caledonian Owlet-nightjar
Aegotheles tatei,BirdLife International,2023,e.T22728459A223586404,10.2305/IUCN.UK.2023-1.RLTS.T22728459A223586404.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Starry Owlet-nightjar
Aegotheles wallacii,BirdLife International,2017,e.T22689568A118125873,10.2305/IUCN.UK.2017-3.RLTS.T22689568A118125873.en,7 February 2025,LC,Caprimulgiformes,Aegothelidae,Wallace's Owlet-nightjar
Aegypius monachus,BirdLife International,2021,e.T22695231A154915043,10.2305/IUCN.UK.2021-3.RLTS.T22695231A154915043.en,7 February 2025,NT,Accipitriformes,Accipitridae,Cinereous Vulture
Aepypodius arfakianus,BirdLife International,2024,e.T22678555A264027910,10.2305/IUCN.UK.2024-2.RLTS.T22678555A264027910.en,7 February 2025,LC,Galliformes,Megapodiidae,Wattled Brushturkey
Aepypodius bruijnii,BirdLife International,2021,e.T22678559A188436669,10.2305/IUCN.UK.2021-3.RLTS.T22678559A188436669.en,7 February 2025,EN,Galliformes,Megapodiidae,Waigeo Brushturkey
Aerodramus bartschi,BirdLife International,2023,e.T22728583A218321493,10.2305/IUCN.UK.2023-1.RLTS.T22728583A218321493.en,7 February 2025,VU,Caprimulgiformes,Apodidae,Mariana Swiftlet
Aerodramus brevirostris,BirdLife International,2024,e.T60824542A263607326,10.2305/IUCN.UK.2024-2.RLTS.T60824542A263607326.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Himalayan Swiftlet
Aerodramus elaphrus,BirdLife International,2021,e.T22686507A177907869,10.2305/IUCN.UK.2021-3.RLTS.T22686507A177907869.en,7 February 2025,VU,Caprimulgiformes,Apodidae,Seychelles Swiftlet
Aerodramus francicus,BirdLife International,2019,e.T22686511A154346114,10.2305/IUCN.UK.2019-3.RLTS.T22686511A154346114.en,7 February 2025,NT,Caprimulgiformes,Apodidae,Mascarene Swiftlet
Aerodramus fuciphagus,BirdLife International,2024,e.T60847684A263659357,10.2305/IUCN.UK.2024-2.RLTS.T60847684A263659357.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Edible-nest Swiftlet
Aerodramus hirundinaceus,BirdLife International,2024,e.T22686525A263674570,10.2305/IUCN.UK.2024-2.RLTS.T22686525A263674570.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Mountain Swiftlet
Aerodramus infuscatus,BirdLife International,2018,e.T22686522A130108054,10.2305/IUCN.UK.2018-2.RLTS.T22686522A130108054.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Moluccan Swiftlet
Aerodramus inquietus,BirdLife International,2024,e.T22686576A263690676,10.2305/IUCN.UK.2024-2.RLTS.T22686576A263690676.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Caroline Swiftlet
Aerodramus leucophaeus,BirdLife International,2024,e.T60838951A263733878,10.2305/IUCN.UK.2024-2.RLTS.T60838951A263733878.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Polynesian Swiftlet
Aerodramus maximus,BirdLife International,2024,e.T22686610A263693942,10.2305/IUCN.UK.2024-2.RLTS.T22686610A263693942.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Black-nest Swiftlet
Aerodramus mearnsi,BirdLife International,2024,e.T22686519A263675366,10.2305/IUCN.UK.2024-2.RLTS.T22686519A263675366.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Philippine Swiftlet
Aerodramus nuditarsus,BirdLife International,2024,e.T22728501A264068481,10.2305/IUCN.UK.2024-2.RLTS.T22728501A264068481.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Bare-legged Swiftlet
Aerodramus orientalis,BirdLife International,2023,e.T22686555A241151334,10.2305/IUCN.UK.2023-1.RLTS.T22686555A241151334.en,7 February 2025,DD,Caprimulgiformes,Apodidae,Mayr's Swiftlet
Aerodramus papuensis,BirdLife International,2023,e.T22686552A239072870,10.2305/IUCN.UK.2023-1.RLTS.T22686552A239072870.en,7 February 2025,DD,Caprimulgiformes,Apodidae,Papuan Swiftlet
Aerodramus pelewensis,BirdLife International,2024,e.T22686573A263691018,10.2305/IUCN.UK.2024-2.RLTS.T22686573A263691018.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Palau Swiftlet
Aerodramus salangana,BirdLife International,2018,e.T22686558A130108430,10.2305/IUCN.UK.2018-2.RLTS.T22686558A130108430.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Mossy-nest Swiftlet
Aerodramus sawtelli,BirdLife International,2020,e.T22686581A180897346,10.2305/IUCN.UK.2020-3.RLTS.T22686581A180897346.en,7 February 2025,VU,Caprimulgiformes,Apodidae,Atiu Swiftlet
Aerodramus spodiopygius,BirdLife International,2024,e.T22686528A263674335,10.2305/IUCN.UK.2024-2.RLTS.T22686528A263674335.en,7 February 2025,LC,Caprimulgiformes,Apodidae,White-rumped Swiftlet
Aerodramus terraereginae,BirdLife International,2024,e.T22686534A263678393,10.2305/IUCN.UK.2024-2.RLTS.T22686534A263678393.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Australian Swiftlet
Aerodramus unicolor,BirdLife International,2024,e.T22686516A263674751,10.2305/IUCN.UK.2024-2.RLTS.T22686516A263674751.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Indian Swiftlet
Aerodramus vanikorensis,BirdLife International,2018,e.T60835335A132039270,10.2305/IUCN.UK.2018-2.RLTS.T60835335A132039270.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Uniform Swiftlet
Aerodramus vulcanorum,BirdLife International,2023,e.T22686543A231293556,10.2305/IUCN.UK.2023-1.RLTS.T22686543A231293556.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Volcano Swiftlet
Aerodramus whiteheadi,BirdLife International,2020,e.T22686549A177907646,10.2305/IUCN.UK.2020-3.RLTS.T22686549A177907646.en,7 February 2025,DD,Caprimulgiformes,Apodidae,Whitehead's Swiftlet
Aeronautes andecolus,BirdLife International,2024,e.T22686739A263645956,10.2305/IUCN.UK.2024-2.RLTS.T22686739A263645956.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Andean Swift
Aeronautes montivagus,BirdLife International,2024,e.T22686736A264032517,10.2305/IUCN.UK.2024-2.RLTS.T22686736A264032517.en,7 February 2025,LC,Caprimulgiformes,Apodidae,White-tipped Swift
Aeronautes saxatalis,BirdLife International,2022,e.T22686733A188786704,,7 February 2025,LC,Caprimulgiformes,Apodidae,White-throated Swift
Aethia cristatella,BirdLife International,2020,e.T22694915A131877037,10.2305/IUCN.UK.2020-3.RLTS.T22694915A131877037.en,7 February 2025,LC,Charadriiformes,Alcidae,Crested Auklet
Aethia psittacula,BirdLife International,2020,e.T22694906A168849515,10.2305/IUCN.UK.2020-3.RLTS.T22694906A168849515.en,7 February 2025,LC,Charadriiformes,Alcidae,Parakeet Auklet
Aethia pusilla,BirdLife International,2020,e.T22694921A168850125,10.2305/IUCN.UK.2020-3.RLTS.T22694921A168850125.en,7 February 2025,LC,Charadriiformes,Alcidae,Least Auklet
Aethia pygmaea,BirdLife International,2020,e.T22694918A168850776,10.2305/IUCN.UK.2020-3.RLTS.T22694918A168850776.en,7 February 2025,LC,Charadriiformes,Alcidae,Whiskered Auklet
Aethomyias arfakianus,BirdLife International,2024,e.T22704576A264297747,10.2305/IUCN.UK.2024-2.RLTS.T22704576A264297747.en,7 February 2025,LC,Passeriformes,Acanthizidae,Grey-green Scrubwren
Aethomyias nigrorufus,BirdLife International,2018,e.T22704527A130382837,10.2305/IUCN.UK.2018-2.RLTS.T22704527A130382837.en,7 February 2025,LC,Passeriformes,Acanthizidae,Bicoloured Scrubwren
Aethomyias papuensis,BirdLife International,2024,e.T22704579A264307155,10.2305/IUCN.UK.2024-2.RLTS.T22704579A264307155.en,7 February 2025,LC,Passeriformes,Acanthizidae,Papuan Scrubwren
Aethomyias perspicillatus,BirdLife International,2024,e.T22704573A264298099,10.2305/IUCN.UK.2024-2.RLTS.T22704573A264298099.en,7 February 2025,LC,Passeriformes,Acanthizidae,Buff-faced Scrubwren
Aethomyias rufescens,BirdLife International,2024,e.T22704570A264297378,10.2305/IUCN.UK.2024-2.RLTS.T22704570A264297378.en,7 February 2025,LC,Passeriformes,Acanthizidae,Vogelkop Scrubwren
Aethomyias spilodera,BirdLife International,2018,e.T22704582A130384309,10.2305/IUCN.UK.2018-2.RLTS.T22704582A130384309.en,7 February 2025,LC,Passeriformes,Acanthizidae,Pale-billed Scrubwren
Aethopyga bella,BirdLife International,2018,e.T22732130A132034102,10.2305/IUCN.UK.2018-2.RLTS.T22732130A132034102.en,7 February 2025,LC,Passeriformes,Nectariniidae,Handsome Sunbird
Aethopyga boltoni,BirdLife International,2020,e.T22718059A179061446,10.2305/IUCN.UK.2020-3.RLTS.T22718059A179061446.en,7 February 2025,LC,Passeriformes,Nectariniidae,Apo Sunbird
Aethopyga christinae,BirdLife International,2016,e.T103810484A94566115,10.2305/IUCN.UK.2016-3.RLTS.T103810484A94566115.en,7 February 2025,LC,Passeriformes,Nectariniidae,Hainan Sunbird
Aethopyga duyvenbodei,BirdLife International,2016,e.T22718068A94565160,10.2305/IUCN.UK.2016-3.RLTS.T22718068A94565160.en,7 February 2025,EN,Passeriformes,Nectariniidae,Elegant Sunbird
Aethopyga eximia,BirdLife International,2024,e.T22718084A264375794,10.2305/IUCN.UK.2024-2.RLTS.T22718084A264375794.en,7 February 2025,LC,Passeriformes,Nectariniidae,White-flanked Sunbird
Aethopyga flagrans,BirdLife International,2024,e.T103805010A264339848,10.2305/IUCN.UK.2024-2.RLTS.T103805010A264339848.en,7 February 2025,LC,Passeriformes,Nectariniidae,Flaming Sunbird
Aethopyga gouldiae,BirdLife International,2024,e.T22718077A264370889,10.2305/IUCN.UK.2024-2.RLTS.T22718077A264370889.en,7 February 2025,LC,Passeriformes,Nectariniidae,Gould's Sunbird
Aethopyga guimarasensis,BirdLife International,2024,e.T103809131A264347264,10.2305/IUCN.UK.2024-2.RLTS.T103809131A264347264.en,7 February 2025,LC,Passeriformes,Nectariniidae,Maroon-naped Sunbird
Aethopyga ignicauda,BirdLife International,2018,e.T22718100A131982762,10.2305/IUCN.UK.2018-2.RLTS.T22718100A131982762.en,7 February 2025,LC,Passeriformes,Nectariniidae,Fire-tailed Sunbird
Aethopyga latouchii,BirdLife International,2024,e.T103810497A264372222,10.2305/IUCN.UK.2024-2.RLTS.T103810497A264372222.en,7 February 2025,LC,Passeriformes,Nectariniidae,Fork-tailed Sunbird
Aethopyga linaraborae,BirdLife International,2020,e.T22724518A177948824,10.2305/IUCN.UK.2020-3.RLTS.T22724518A177948824.en,7 February 2025,NT,Passeriformes,Nectariniidae,Lina's Sunbird
Aethopyga magnifica,BirdLife International,2018,e.T103810377A132044827,10.2305/IUCN.UK.2018-2.RLTS.T103810377A132044827.en,7 February 2025,LC,Passeriformes,Nectariniidae,Magnificent Sunbird
Aethopyga mystacalis,BirdLife International,2016,e.T103804351A94566823,10.2305/IUCN.UK.2016-3.RLTS.T103804351A94566823.en,7 February 2025,LC,Passeriformes,Nectariniidae,Javan Sunbird
Aethopyga nipalensis,BirdLife International,2024,e.T22718081A264376493,10.2305/IUCN.UK.2024-2.RLTS.T22718081A264376493.en,7 February 2025,LC,Passeriformes,Nectariniidae,Green-tailed Sunbird
Aethopyga primigenia,BirdLife International,2020,e.T22718048A179048340,10.2305/IUCN.UK.2020-3.RLTS.T22718048A179048340.en,7 February 2025,LC,Passeriformes,Nectariniidae,Grey-hooded Sunbird
Aethopyga pulcherrima,BirdLife International,2018,e.T22718065A131982594,10.2305/IUCN.UK.2018-2.RLTS.T22718065A131982594.en,7 February 2025,LC,Passeriformes,Nectariniidae,Metallic-winged Sunbird
Aethopyga saturata,BirdLife International,2024,e.T22718090A263938687,10.2305/IUCN.UK.2024-2.RLTS.T22718090A263938687.en,7 February 2025,LC,Passeriformes,Nectariniidae,Black-throated Sunbird
Aethopyga shelleyi,BirdLife International,2018,e.T22734230A132035299,10.2305/IUCN.UK.2018-2.RLTS.T22734230A132035299.en,7 February 2025,LC,Passeriformes,Nectariniidae,Lovely Sunbird
Aethopyga siparaja,BirdLife International,2016,e.T103804411A94566535,10.2305/IUCN.UK.2016-3.RLTS.T103804411A94566535.en,7 February 2025,LC,Passeriformes,Nectariniidae,Crimson Sunbird
Aethopyga temminckii,BirdLife International,2024,e.T103804369A264372953,10.2305/IUCN.UK.2024-2.RLTS.T103804369A264372953.en,7 February 2025,LC,Passeriformes,Nectariniidae,Temminck's Sunbird
Aethopyga vigorsii,BirdLife International,2016,e.T103804493A104300369,10.2305/IUCN.UK.2016-3.RLTS.T103804493A104300369.en,7 February 2025,LC,Passeriformes,Nectariniidae,Sahyadri Sunbird
